GreekToken,ExchangeToken,ExchangeSegMent,Series/InstType,Symbol,Description,ExpiryDate,OptionType,StrikePrice,TickSize,LotSize,TradingSymbol,SymbolWithExpiry
102061373,61373,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 80,28APR2026,CE,80.00,0.01,6750,NMDC2642880CE,NMDC28APR80CE
102061374,61374,NSEFO,OPTIDX,NIFTY,NIFTY 24DEC29 CE 15000,24DEC2029,CE,15000.00,0.05,65,NIFTY29D2415000CE,NIFTY24DEC15000CE
102061375,61375,NSEFO,OPTIDX,NIFTY,NIFTY 24DEC29 PE 15000,24DEC2029,PE,15000.00,0.05,65,NIFTY29D2415000PE,NIFTY24DEC15000PE
102061376,61376,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 80,28APR2026,PE,80.00,0.01,6750,NMDC2642880PE,NMDC28APR80PE
102061377,61377,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 82,28APR2026,CE,82.00,0.01,6750,NMDC2642882CE,NMDC28APR82CE
102061378,61378,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 82,28APR2026,PE,82.00,0.01,6750,NMDC2642882PE,NMDC28APR82PE
102061379,61379,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 84,28APR2026,CE,84.00,0.01,6750,NMDC2642884CE,NMDC28APR84CE
102061380,61380,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 84,28APR2026,PE,84.00,0.01,6750,NMDC2642884PE,NMDC28APR84PE
102061381,61381,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 86,28APR2026,CE,86.00,0.01,6750,NMDC2642886CE,NMDC28APR86CE
102061390,61390,NSEFO,OPTIDX,NIFTY,NIFTY 24DEC29 CE 18000,24DEC2029,CE,18000.00,0.05,65,NIFTY29D2418000CE,NIFTY24DEC18000CE
102061391,61391,NSEFO,OPTIDX,NIFTY,NIFTY 24DEC29 PE 18000,24DEC2029,PE,18000.00,0.05,65,NIFTY29D2418000PE,NIFTY24DEC18000PE
102061392,61392,NSEFO,OPTSTK,JIOFIN,JIOFIN 30MAR26 CE 120,30MAR2026,CE,120.00,0.05,2350,JIOFIN26330120CE,JIOFIN30MAR120CE
102061393,61393,NSEFO,OPTSTK,JIOFIN,JIOFIN 30MAR26 PE 120,30MAR2026,PE,120.00,0.05,2350,JIOFIN26330120PE,JIOFIN30MAR120PE
102061394,61394,NSEFO,OPTSTK,JIOFIN,JIOFIN 30MAR26 CE 175,30MAR2026,CE,175.00,0.05,2350,JIOFIN26330175CE,JIOFIN30MAR175CE
102061395,61395,NSEFO,OPTSTK,JIOFIN,JIOFIN 30MAR26 PE 175,30MAR2026,PE,175.00,0.05,2350,JIOFIN26330175PE,JIOFIN30MAR175PE
102061396,61396,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 86,28APR2026,PE,86.00,0.01,6750,NMDC2642886PE,NMDC28APR86PE
102061397,61397,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 88,28APR2026,CE,88.00,0.01,6750,NMDC2642888CE,NMDC28APR88CE
102061398,61398,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 88,28APR2026,PE,88.00,0.01,6750,NMDC2642888PE,NMDC28APR88PE
102061399,61399,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 90,28APR2026,CE,90.00,0.01,6750,NMDC2642890CE,NMDC28APR90CE
102061404,61404,NSEFO,OPTSTK,JUBLFOOD,JUBLFOOD 30MAR26 CE 260,30MAR2026,CE,260.00,0.05,1250,JUBLFOOD26330260CE,JUBLFOOD30MAR260CE
102061405,61405,NSEFO,OPTSTK,JUBLFOOD,JUBLFOOD 30MAR26 PE 260,30MAR2026,PE,260.00,0.05,1250,JUBLFOOD26330260PE,JUBLFOOD30MAR260PE
102061406,61406,NSEFO,OPTSTK,JUBLFOOD,JUBLFOOD 30MAR26 CE 330,30MAR2026,CE,330.00,0.05,1250,JUBLFOOD26330330CE,JUBLFOOD30MAR330CE
102061407,61407,NSEFO,OPTSTK,JUBLFOOD,JUBLFOOD 30MAR26 PE 330,30MAR2026,PE,330.00,0.05,1250,JUBLFOOD26330330PE,JUBLFOOD30MAR330PE
102061408,61408,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 90,28APR2026,PE,90.00,0.01,6750,NMDC2642890PE,NMDC28APR90PE
102061409,61409,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 92,28APR2026,CE,92.00,0.01,6750,NMDC2642892CE,NMDC28APR92CE
102061410,61410,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 92,28APR2026,PE,92.00,0.01,6750,NMDC2642892PE,NMDC28APR92PE
102061411,61411,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 94,28APR2026,CE,94.00,0.01,6750,NMDC2642894CE,NMDC28APR94CE
102061416,61416,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 94,28APR2026,PE,94.00,0.01,6750,NMDC2642894PE,NMDC28APR94PE
102061417,61417,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 96,28APR2026,CE,96.00,0.01,6750,NMDC2642896CE,NMDC28APR96CE
102061418,61418,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 CE 1560,30MAR2026,CE,1560.00,0.05,475,ADANIPORTS263301560CE,ADANIPORTS30MAR1560CE
102061419,61419,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 PE 1560,30MAR2026,PE,1560.00,0.05,475,ADANIPORTS263301560PE,ADANIPORTS30MAR1560PE
102061420,61420,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 CE 1600,30MAR2026,CE,1600.00,0.05,475,ADANIPORTS263301600CE,ADANIPORTS30MAR1600CE
102061421,61421,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 PE 1600,30MAR2026,PE,1600.00,0.05,475,ADANIPORTS263301600PE,ADANIPORTS30MAR1600PE
102061422,61422,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 96,28APR2026,PE,96.00,0.01,6750,NMDC2642896PE,NMDC28APR96PE
102061423,61423,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 98,28APR2026,CE,98.00,0.01,6750,NMDC2642898CE,NMDC28APR98CE
102061424,61424,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 98,28APR2026,PE,98.00,0.01,6750,NMDC2642898PE,NMDC28APR98PE
102061425,61425,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 100,28APR2026,CE,100.00,0.01,6750,NMDC26428100CE,NMDC28APR100CE
102061426,61426,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 100,28APR2026,PE,100.00,0.01,6750,NMDC26428100PE,NMDC28APR100PE
102061427,61427,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 102,28APR2026,CE,102.00,0.01,6750,NMDC26428102CE,NMDC28APR102CE
102061428,61428,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 102,28APR2026,PE,102.00,0.01,6750,NMDC26428102PE,NMDC28APR102PE
102061429,61429,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 104,28APR2026,CE,104.00,0.01,6750,NMDC26428104CE,NMDC28APR104CE
102061430,61430,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 104,28APR2026,PE,104.00,0.01,6750,NMDC26428104PE,NMDC28APR104PE
102061431,61431,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 108,28APR2026,CE,108.00,0.01,6750,NMDC26428108CE,NMDC28APR108CE
102061436,61436,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 108,28APR2026,PE,108.00,0.01,6750,NMDC26428108PE,NMDC28APR108PE
102061437,61437,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 112,28APR2026,CE,112.00,0.01,6750,NMDC26428112CE,NMDC28APR112CE
102061438,61438,NSEFO,OPTSTK,KAYNES,KAYNES 30MAR26 CE 2300,30MAR2026,CE,2300.00,0.05,100,KAYNES263302300CE,KAYNES30MAR2300CE
102061439,61439,NSEFO,OPTSTK,KAYNES,KAYNES 30MAR26 PE 2300,30MAR2026,PE,2300.00,0.05,100,KAYNES263302300PE,KAYNES30MAR2300PE
102061440,61440,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 112,28APR2026,PE,112.00,0.01,6750,NMDC26428112PE,NMDC28APR112PE
102061441,61441,NSEFO,OPTSTK,NMDC,NMDC 28APR26 CE 116,28APR2026,CE,116.00,0.01,6750,NMDC26428116CE,NMDC28APR116CE
102061442,61442,NSEFO,OPTSTK,NMDC,NMDC 28APR26 PE 116,28APR2026,PE,116.00,0.01,6750,NMDC26428116PE,NMDC28APR116PE
102061447,61447,NSEFO,OPTSTK,OFSS,OFSS 30MAR26 CE 3000,30MAR2026,CE,3000.00,0.05,75,OFSS263303000CE,OFSS30MAR3000CE
102061448,61448,NSEFO,OPTSTK,OFSS,OFSS 30MAR26 PE 3000,30MAR2026,PE,3000.00,0.05,75,OFSS263303000PE,OFSS30MAR3000PE
102061449,61449,NSEFO,OPTSTK,OFSS,OFSS 30MAR26 CE 4300,30MAR2026,CE,4300.00,0.05,75,OFSS263304300CE,OFSS30MAR4300CE
102061466,61466,NSEFO,OPTSTK,OFSS,OFSS 30MAR26 PE 4300,30MAR2026,PE,4300.00,0.05,75,OFSS263304300PE,OFSS30MAR4300PE
102061467,61467,NSEFO,OPTSTK,OFSS,OFSS 28APR26 CE 4200,28APR2026,CE,4200.00,0.05,75,OFSS264284200CE,OFSS28APR4200CE
102061468,61468,NSEFO,OPTSTK,OFSS,OFSS 28APR26 PE 4200,28APR2026,PE,4200.00,0.05,75,OFSS264284200PE,OFSS28APR4200PE
102061476,61476,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 CE 1640,30MAR2026,CE,1640.00,0.05,475,ADANIPORTS263301640CE,ADANIPORTS30MAR1640CE
102061477,61477,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 PE 1640,30MAR2026,PE,1640.00,0.05,475,ADANIPORTS263301640PE,ADANIPORTS30MAR1640PE
102061481,61481,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 CE 1680,30MAR2026,CE,1680.00,0.05,475,ADANIPORTS263301680CE,ADANIPORTS30MAR1680CE
102061498,61498,NSEFO,OPTSTK,PNB,PNB 28APR26 CE 82,28APR2026,CE,82.00,0.01,8000,PNB2642882CE,PNB28APR82CE
102061499,61499,NSEFO,OPTSTK,PNB,PNB 28APR26 PE 82,28APR2026,PE,82.00,0.01,8000,PNB2642882PE,PNB28APR82PE
102061504,61504,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 PE 1680,30MAR2026,PE,1680.00,0.05,475,ADANIPORTS263301680PE,ADANIPORTS30MAR1680PE
102061505,61505,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 CE 1720,30MAR2026,CE,1720.00,0.05,475,ADANIPORTS263301720CE,ADANIPORTS30MAR1720CE
102061510,61510,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 PE 1720,30MAR2026,PE,1720.00,0.05,475,ADANIPORTS263301720PE,ADANIPORTS30MAR1720PE
102061511,61511,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 CE 1760,30MAR2026,CE,1760.00,0.05,475,ADANIPORTS263301760CE,ADANIPORTS30MAR1760CE
102061514,61514,NSEFO,OPTSTK,RECLTD,RECLTD 28APR26 CE 255,28APR2026,CE,255.00,0.05,1400,RECLTD26428255CE,RECLTD28APR255CE
102061517,61517,NSEFO,OPTSTK,RECLTD,RECLTD 28APR26 PE 255,28APR2026,PE,255.00,0.05,1400,RECLTD26428255PE,RECLTD28APR255PE
102061518,61518,NSEFO,OPTSTK,RVNL,RVNL 28APR26 CE 180,28APR2026,CE,180.00,0.05,1525,RVNL26428180CE,RVNL28APR180CE
102061519,61519,NSEFO,OPTSTK,RVNL,RVNL 28APR26 PE 180,28APR2026,PE,180.00,0.05,1525,RVNL26428180PE,RVNL28APR180PE
102061524,61524,NSEFO,OPTSTK,SBIN,SBIN 30MAR26 CE 1375,30MAR2026,CE,1375.00,0.05,750,SBIN263301375CE,SBIN30MAR1375CE
102061525,61525,NSEFO,OPTSTK,SBIN,SBIN 30MAR26 PE 1375,30MAR2026,PE,1375.00,0.05,750,SBIN263301375PE,SBIN30MAR1375PE
102061526,61526,NSEFO,OPTSTK,SBIN,SBIN 30MAR26 CE 1560,30MAR2026,CE,1560.00,0.05,750,SBIN263301560CE,SBIN30MAR1560CE
102061527,61527,NSEFO,OPTSTK,SBIN,SBIN 30MAR26 PE 1560,30MAR2026,PE,1560.00,0.05,750,SBIN263301560PE,SBIN30MAR1560PE
102061545,61545,NSEFO,OPTSTK,LODHA,LODHA 30MAR26 CE 700,30MAR2026,CE,700.00,0.05,450,LODHA26330700CE,LODHA30MAR700CE
102061546,61546,NSEFO,OPTSTK,LODHA,LODHA 30MAR26 PE 700,30MAR2026,PE,700.00,0.05,450,LODHA26330700PE,LODHA30MAR700PE
102061550,61550,NSEFO,OPTSTK,SHREECEM,SHREECEM 28APR26 CE 18500,28APR2026,CE,18500.00,0.05,25,SHREECEM2642818500CE,SHREECEM28APR18500CE
102061555,61555,NSEFO,OPTSTK,LT,LT 30MAR26 CE 3080,30MAR2026,CE,3080.00,0.05,175,LT263303080CE,LT30MAR3080CE
102061556,61556,NSEFO,OPTSTK,LT,LT 30MAR26 PE 3080,30MAR2026,PE,3080.00,0.05,175,LT263303080PE,LT30MAR3080PE
102061557,61557,NSEFO,OPTSTK,SHREECEM,SHREECEM 28APR26 PE 18500,28APR2026,PE,18500.00,0.05,25,SHREECEM2642818500PE,SHREECEM28APR18500PE
102061558,61558,NSEFO,OPTSTK,SUZLON,SUZLON 28APR26 CE 20,28APR2026,CE,20.00,0.01,9025,SUZLON2642820CE,SUZLON28APR20CE
102061560,61560,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 PE 1760,30MAR2026,PE,1760.00,0.05,475,ADANIPORTS263301760PE,ADANIPORTS30MAR1760PE
102061561,61561,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 CE 1800,30MAR2026,CE,1800.00,0.05,475,ADANIPORTS263301800CE,ADANIPORTS30MAR1800CE
102061563,61563,NSEFO,OPTSTK,SUZLON,SUZLON 28APR26 PE 20,28APR2026,PE,20.00,0.01,9025,SUZLON2642820PE,SUZLON28APR20PE
102061565,61565,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 PE 1800,30MAR2026,PE,1800.00,0.05,475,ADANIPORTS263301800PE,ADANIPORTS30MAR1800PE
102061566,61566,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 CE 1840,30MAR2026,CE,1840.00,0.05,475,ADANIPORTS263301840CE,ADANIPORTS30MAR1840CE
102061568,61568,NSEFO,OPTSTK,SYNGENE,SYNGENE 30MAR26 CE 230,30MAR2026,CE,230.00,0.05,1000,SYNGENE26330230CE,SYNGENE30MAR230CE
102061569,61569,NSEFO,OPTSTK,SYNGENE,SYNGENE 30MAR26 PE 230,30MAR2026,PE,230.00,0.05,1000,SYNGENE26330230PE,SYNGENE30MAR230PE
102061578,61578,NSEFO,OPTSTK,TATAELXSI,TATAELXSI 30MAR26 CE 2400,30MAR2026,CE,2400.00,0.05,100,TATAELXSI263302400CE,TATAELXSI30MAR2400CE
102061579,61579,NSEFO,OPTSTK,TATAELXSI,TATAELXSI 30MAR26 PE 2400,30MAR2026,PE,2400.00,0.05,100,TATAELXSI263302400PE,TATAELXSI30MAR2400PE
102061580,61580,NSEFO,OPTSTK,TATAELXSI,TATAELXSI 30MAR26 CE 2500,30MAR2026,CE,2500.00,0.05,100,TATAELXSI263302500CE,TATAELXSI30MAR2500CE
102061581,61581,NSEFO,OPTSTK,TATAELXSI,TATAELXSI 30MAR26 PE 2500,30MAR2026,PE,2500.00,0.05,100,TATAELXSI263302500PE,TATAELXSI30MAR2500PE
102061582,61582,NSEFO,OPTSTK,TATAELXSI,TATAELXSI 30MAR26 CE 3350,30MAR2026,CE,3350.00,0.05,100,TATAELXSI263303350CE,TATAELXSI30MAR3350CE
102061583,61583,NSEFO,OPTSTK,TATAELXSI,TATAELXSI 30MAR26 PE 3350,30MAR2026,PE,3350.00,0.05,100,TATAELXSI263303350PE,TATAELXSI30MAR3350PE
102061584,61584,NSEFO,OPTSTK,TATAELXSI,TATAELXSI 30MAR26 CE 3450,30MAR2026,CE,3450.00,0.05,100,TATAELXSI263303450CE,TATAELXSI30MAR3450CE
102061585,61585,NSEFO,OPTSTK,TATAELXSI,TATAELXSI 30MAR26 PE 3450,30MAR2026,PE,3450.00,0.05,100,TATAELXSI263303450PE,TATAELXSI30MAR3450PE
102061586,61586,NSEFO,OPTSTK,TATAELXSI,TATAELXSI 28APR26 CE 2400,28APR2026,CE,2400.00,0.05,100,TATAELXSI264282400CE,TATAELXSI28APR2400CE
102061587,61587,NSEFO,OPTSTK,TATAELXSI,TATAELXSI 28APR26 PE 2400,28APR2026,PE,2400.00,0.05,100,TATAELXSI264282400PE,TATAELXSI28APR2400PE
102061588,61588,NSEFO,OPTSTK,TATAELXSI,TATAELXSI 28APR26 CE 3300,28APR2026,CE,3300.00,0.05,100,TATAELXSI264283300CE,TATAELXSI28APR3300CE
102061593,61593,NSEFO,OPTSTK,TATAELXSI,TATAELXSI 28APR26 PE 3300,28APR2026,PE,3300.00,0.05,100,TATAELXSI264283300PE,TATAELXSI28APR3300PE
102061598,61598,NSEFO,OPTSTK,TATATECH,TATATECH 30MAR26 CE 300,30MAR2026,CE,300.00,0.05,800,TATATECH26330300CE,TATATECH30MAR300CE
102061599,61599,NSEFO,OPTSTK,TATATECH,TATATECH 30MAR26 PE 300,30MAR2026,PE,300.00,0.05,800,TATATECH26330300PE,TATATECH30MAR300PE
102061600,61600,NSEFO,OPTSTK,TATATECH,TATATECH 30MAR26 CE 425,30MAR2026,CE,425.00,0.05,800,TATATECH26330425CE,TATATECH30MAR425CE
102061601,61601,NSEFO,OPTSTK,MAXHEALTH,MAXHEALTH 30MAR26 CE 700,30MAR2026,CE,700.00,0.05,525,MAXHEALTH26330700CE,MAXHEALTH30MAR700CE
102061602,61602,NSEFO,OPTSTK,MAXHEALTH,MAXHEALTH 30MAR26 PE 700,30MAR2026,PE,700.00,0.05,525,MAXHEALTH26330700PE,MAXHEALTH30MAR700PE
102061603,61603,NSEFO,OPTSTK,TATATECH,TATATECH 30MAR26 PE 425,30MAR2026,PE,425.00,0.05,800,TATATECH26330425PE,TATATECH30MAR425PE
102061604,61604,NSEFO,OPTSTK,TATATECH,TATATECH 28APR26 CE 300,28APR2026,CE,300.00,0.05,800,TATATECH26428300CE,TATATECH28APR300CE
102061605,61605,NSEFO,OPTSTK,TATATECH,TATATECH 28APR26 PE 300,28APR2026,PE,300.00,0.05,800,TATATECH26428300PE,TATATECH28APR300PE
102061614,61614,NSEFO,OPTSTK,TCS,TCS 30MAR26 CE 1240,30MAR2026,CE,1240.00,0.05,175,TCS263301240CE,TCS30MAR1240CE
102061615,61615,NSEFO,OPTSTK,TCS,TCS 30MAR26 PE 1240,30MAR2026,PE,1240.00,0.05,175,TCS263301240PE,TCS30MAR1240PE
102061616,61616,NSEFO,OPTSTK,TCS,TCS 30MAR26 CE 1280,30MAR2026,CE,1280.00,0.05,175,TCS263301280CE,TCS30MAR1280CE
102061617,61617,NSEFO,OPTSTK,TCS,TCS 30MAR26 PE 1280,30MAR2026,PE,1280.00,0.05,175,TCS263301280PE,TCS30MAR1280PE
102061618,61618,NSEFO,OPTSTK,TCS,TCS 30MAR26 CE 1980,30MAR2026,CE,1980.00,0.05,175,TCS263301980CE,TCS30MAR1980CE
102061619,61619,NSEFO,OPTSTK,TCS,TCS 30MAR26 PE 1980,30MAR2026,PE,1980.00,0.05,175,TCS263301980PE,TCS30MAR1980PE
102061620,61620,NSEFO,OPTSTK,TCS,TCS 30MAR26 CE 2020,30MAR2026,CE,2020.00,0.05,175,TCS263302020CE,TCS30MAR2020CE
102061621,61621,NSEFO,OPTSTK,TCS,TCS 30MAR26 PE 2020,30MAR2026,PE,2020.00,0.05,175,TCS263302020PE,TCS30MAR2020PE
102061622,61622,NSEFO,OPTSTK,TCS,TCS 28APR26 CE 1960,28APR2026,CE,1960.00,0.05,175,TCS264281960CE,TCS28APR1960CE
102061623,61623,NSEFO,OPTSTK,TCS,TCS 28APR26 PE 1960,28APR2026,PE,1960.00,0.05,175,TCS264281960PE,TCS28APR1960PE
102061628,61628,NSEFO,OPTSTK,WIPRO,WIPRO 30MAR26 CE 95,30MAR2026,CE,95.00,0.01,3000,WIPRO2633095CE,WIPRO30MAR95CE
102061629,61629,NSEFO,OPTSTK,WIPRO,WIPRO 30MAR26 PE 95,30MAR2026,PE,95.00,0.01,3000,WIPRO2633095PE,WIPRO30MAR95PE
102061630,61630,NSEFO,OPTSTK,WIPRO,WIPRO 30MAR26 CE 132.50,30MAR2026,CE,132.50,0.01,3000,WIPRO26330132.50CE,WIPRO30MAR132.50CE
102061631,61631,NSEFO,OPTSTK,MAZDOCK,MAZDOCK 30MAR26 CE 1640,30MAR2026,CE,1640.00,0.05,200,MAZDOCK263301640CE,MAZDOCK30MAR1640CE
102061632,61632,NSEFO,OPTSTK,MAZDOCK,MAZDOCK 30MAR26 PE 1640,30MAR2026,PE,1640.00,0.05,200,MAZDOCK263301640PE,MAZDOCK30MAR1640PE
102061633,61633,NSEFO,OPTSTK,WIPRO,WIPRO 30MAR26 PE 132.50,30MAR2026,PE,132.50,0.01,3000,WIPRO26330132.50PE,WIPRO30MAR132.50PE
102061634,61634,NSEFO,OPTSTK,WIPRO,WIPRO 28APR26 CE 90,28APR2026,CE,90.00,0.01,3000,WIPRO2642890CE,WIPRO28APR90CE
102061635,61635,NSEFO,OPTSTK,WIPRO,WIPRO 28APR26 PE 90,28APR2026,PE,90.00,0.01,3000,WIPRO2642890PE,WIPRO28APR90PE
102061638,61638,NSEFO,OPTSTK,YESBANK,YESBANK 30MAR26 CE 8,30MAR2026,CE,8.00,0.01,31100,YESBANK263308CE,YESBANK30MAR8CE
102061639,61639,NSEFO,OPTSTK,YESBANK,YESBANK 30MAR26 PE 8,30MAR2026,PE,8.00,0.01,31100,YESBANK263308PE,YESBANK30MAR8PE
102061646,61646,NSEFO,OPTSTK,BOSCHLTD,BOSCHLTD 28APR26 CE 20000,28APR2026,CE,20000.00,0.05,25,BOSCHLTD2642820000CE,BOSCHLTD28APR20000CE
102061647,61647,NSEFO,OPTSTK,BOSCHLTD,BOSCHLTD 28APR26 PE 20000,28APR2026,PE,20000.00,0.05,25,BOSCHLTD2642820000PE,BOSCHLTD28APR20000PE
102061659,61659,NSEFO,OPTIDX,NIFTY,NIFTY 24DEC29 CE 21000,24DEC2029,CE,21000.00,0.05,65,NIFTY29D2421000CE,NIFTY24DEC21000CE
102061660,61660,NSEFO,OPTIDX,NIFTY,NIFTY 24DEC29 PE 21000,24DEC2029,PE,21000.00,0.05,65,NIFTY29D2421000PE,NIFTY24DEC21000PE
102061666,61666,NSEFO,OPTSTK,CUMMINSIND,CUMMINSIND 30MAR26 CE 5850,30MAR2026,CE,5850.00,0.05,200,CUMMINSIND263305850CE,CUMMINSIND30MAR5850CE
102061667,61667,NSEFO,OPTSTK,CUMMINSIND,CUMMINSIND 30MAR26 PE 5850,30MAR2026,PE,5850.00,0.05,200,CUMMINSIND263305850PE,CUMMINSIND30MAR5850PE
102061668,61668,NSEFO,OPTSTK,CUMMINSIND,CUMMINSIND 30MAR26 CE 6600,30MAR2026,CE,6600.00,0.05,200,CUMMINSIND263306600CE,CUMMINSIND30MAR6600CE
102061669,61669,NSEFO,OPTSTK,CUMMINSIND,CUMMINSIND 30MAR26 PE 6600,30MAR2026,PE,6600.00,0.05,200,CUMMINSIND263306600PE,CUMMINSIND30MAR6600PE
102061670,61670,NSEFO,OPTSTK,CUMMINSIND,CUMMINSIND 28APR26 CE 6400,28APR2026,CE,6400.00,0.05,200,CUMMINSIND264286400CE,CUMMINSIND28APR6400CE
102061671,61671,NSEFO,OPTSTK,CUMMINSIND,CUMMINSIND 28APR26 PE 6400,28APR2026,PE,6400.00,0.05,200,CUMMINSIND264286400PE,CUMMINSIND28APR6400PE
102061676,61676,NSEFO,OPTSTK,GMRAIRPORT,GMRAIRPORT 30MAR26 CE 133,30MAR2026,CE,133.00,0.01,6975,GMRAIRPORT26330133CE,GMRAIRPORT30MAR133CE
102061679,61679,NSEFO,OPTSTK,GMRAIRPORT,GMRAIRPORT 30MAR26 PE 133,30MAR2026,PE,133.00,0.01,6975,GMRAIRPORT26330133PE,GMRAIRPORT30MAR133PE
102061680,61680,NSEFO,OPTSTK,GMRAIRPORT,GMRAIRPORT 30MAR26 CE 148,30MAR2026,CE,148.00,0.01,6975,GMRAIRPORT26330148CE,GMRAIRPORT30MAR148CE
102061683,61683,NSEFO,OPTSTK,GMRAIRPORT,GMRAIRPORT 30MAR26 PE 148,30MAR2026,PE,148.00,0.01,6975,GMRAIRPORT26330148PE,GMRAIRPORT30MAR148PE
102061684,61684,NSEFO,OPTSTK,GMRAIRPORT,GMRAIRPORT 28APR26 CE 130,28APR2026,CE,130.00,0.01,6975,GMRAIRPORT26428130CE,GMRAIRPORT28APR130CE
102061685,61685,NSEFO,OPTSTK,GMRAIRPORT,GMRAIRPORT 28APR26 PE 130,28APR2026,PE,130.00,0.01,6975,GMRAIRPORT26428130PE,GMRAIRPORT28APR130PE
102061690,61690,NSEFO,OPTSTK,HAVELLS,HAVELLS 30MAR26 CE 1770,30MAR2026,CE,1770.00,0.05,500,HAVELLS263301770CE,HAVELLS30MAR1770CE
102061691,61691,NSEFO,OPTSTK,HAVELLS,HAVELLS 30MAR26 PE 1770,30MAR2026,PE,1770.00,0.05,500,HAVELLS263301770PE,HAVELLS30MAR1770PE
102061692,61692,NSEFO,OPTSTK,HAVELLS,HAVELLS 30MAR26 CE 2080,30MAR2026,CE,2080.00,0.05,500,HAVELLS263302080CE,HAVELLS30MAR2080CE
102061694,61694,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 PE 1840,30MAR2026,PE,1840.00,0.05,475,ADANIPORTS263301840PE,ADANIPORTS30MAR1840PE
102061695,61695,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 CE 1880,30MAR2026,CE,1880.00,0.05,475,ADANIPORTS263301880CE,ADANIPORTS30MAR1880CE
102061699,61699,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 PE 1880,30MAR2026,PE,1880.00,0.05,475,ADANIPORTS263301880PE,ADANIPORTS30MAR1880PE
102061701,61701,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 CE 1920,30MAR2026,CE,1920.00,0.05,475,ADANIPORTS263301920CE,ADANIPORTS30MAR1920CE
102061702,61702,NSEFO,OPTSTK,HAVELLS,HAVELLS 30MAR26 PE 2080,30MAR2026,PE,2080.00,0.05,500,HAVELLS263302080PE,HAVELLS30MAR2080PE
102061703,61703,NSEFO,OPTSTK,HAVELLS,HAVELLS 28APR26 CE 1780,28APR2026,CE,1780.00,0.05,500,HAVELLS264281780CE,HAVELLS28APR1780CE
102061705,61705,NSEFO,OPTSTK,ADANIPORTS,ADANIPORTS 30MAR26 PE 1920,30MAR2026,PE,1920.00,0.05,475,ADANIPORTS263301920PE,ADANIPORTS30MAR1920PE
